city,country,budget,walkability,aqi,popularity,low_season,medium_season,high_season,interest_type,interest_title,interest_text
Naples,Italy,High,Great,Good,High,"['January', 'February', 'March', 'November']","['April', 'December']","['May', 'June', 'July', 'August', 'September', 'October']",see,San Francesco di Paola,"San Francesco di Paola: One of the main churches in Naples, located at the west side of Piazza del Plebiscito, the city's main square. The place was originally planned by King Joachim Murat of Naples (Napoleon's brother-in-law) as a tribute to the emperor. When Napoleon was dispatched, Ferdinand I of Bourbon continued the construction but converted the final product into the church one sees today. The church is reminiscent of the Pantheon in Rome. The façade is fronted by a portico resting on six columns and two Ionic pillars. Inside, the church is circular with two side chapels. The dome is 53 metres high."
Naples,Italy,High,Great,Good,High,"['January', 'February', 'March', 'November']","['April', 'December']","['May', 'June', 'July', 'August', 'September', 'October']",see,Cappella Sansevero,"Cappella Sansevero: Built in 1590, it contains works of art by some of the leading Italian artists of the 18th century, like the extraordinary ''Veiled Christ'' by Giuseppe Sanmartino. It also has a high scientific interest because it hosts the ''anatomical machines'', a still mysterious experiment by Raimondo Di Sangro, a prominent Renaissance scientist."
Naples,Italy,High,Great,Good,High,"['January', 'February', 'March', 'November']","['April', 'December']","['May', 'June', 'July', 'August', 'September', 'October']",see,Castel dell'Ovo,"Castel dell'Ovo: A castle located on the former island of ''Megaride'', now a peninsula, on the Gulf of Naples. The castle's name comes from a legend about the Roman poet ''Virgil'', who had a reputation in medieval times as a great sorcerer, that he put a magical egg into the foundations to support them. The island of Megaride was where Greek colonists from Cumae founded the original nucleus of the city in the 6th century BC. In the 1st century BC the Roman patrician Lucius Licinius Lucullus built the magnificent villa ''Castellum Lucullanum'' on the site. The first castle on the site was built by the Normans in the 12th century."
Naples,Italy,High,Great,Good,High,"['January', 'February', 'March', 'November']","['April', 'December']","['May', 'June', 'July', 'August', 'September', 'October']",see,Castel Nuovo,"Castel Nuovo: Often called ''Maschio Angioino'', it is a medieval castle and the main symbol of the architecture of the city. It was first begun in 1279 by Charles I of Anjou and completed three years later. Castel Nuovo soon became the nucleus of the historical center of the city, and was often the site of famous events. For example, on December 13, 1294, Pope Celestine V resigned from the Papcy in a hall of the castle. The event was famously depicted by Dante Alighieri in his masterpiece la ''Divina Commedia'', in the verse ''Colui che per viltade fece il gran rifiuto''."
Naples,Italy,High,Great,Good,High,"['January', 'February', 'March', 'November']","['April', 'December']","['May', 'June', 'July', 'August', 'September', 'October']",see,Certosa di San Martino,"Certosa di San Martino: A former monastery complex, now a museum. It is the most visible landmark of the city, perched atop the Vomero hill that commands the gulf. A Carthusian monastery, it was finished and inaugurated under the rule of Queen Joan I in 1368. In 1623, it was further expanded and became, under the direction of architect Cosimo Fanzago, essentially the structure one sees today. In the early 19th century, under French rule the monastery was closed and was abandoned by the religious order. Today, the buildings house a museum with a display of Spanish and Bourbon era artifacts, as well as displays of the presepe—Nativity scene—considered to be among the finest in the world."
Naples,Italy,High,Great,Good,High,"['January', 'February', 'March', 'November']","['April', 'December']","['May', 'June', 'July', 'August', 'September', 'October']",see,Gesù Nuovo,"Gesù Nuovo: The Church of Gesù Nuovo (New Jesus) was originally a palace built in 1470 for Roberto Sanseverino, Prince of Salerno. The Jesuits had already built a church in Naples, now called Gesú Vecchio. Political intrigues caused the property to be confiscated, and eventually sold in the 1580s to the Jesuits to construct a church (1584–1601) under architect Giuseppe Valeriano. The unusual façade, unusually plain for a Baroque style church, is of rusticated ashlar and is the original façade of the palace. The church contains masterpieces of some of the most notables Neapolitan artists, namely Belisario Corenzio, Paolo de Matteis, Francesco Solimena, Giovanni Lanfranco and Massimo Stanzione."
Naples,Italy,High,Great,Good,High,"['January', 'February', 'March', 'November']","['April', 'December']","['May', 'June', 'July', 'August', 'September', 'October']",see,Palazzo Reale,"Palazzo Reale: One of the four residences used by the Bourbon Kings of Naples during their rule of the Kingdom of Two Sicilies (1730-1860). The Royal Palace is on the site of an earlier building meant to host King Philip III of Spain, who however never made the trip. The architect chosen for that palace was Domenico Fontana. The building was put up on the site of an even older Spanish viceroyal residence from the early 16th century. The 17th-century palace visible today is the result of numerous additions and changes, including some by Luigi Vanvitelli in the mid-18th century and then by Gaetano Genovese."
Naples,Italy,High,Great,Good,High,"['January', 'February', 'March', 'November']","['April', 'December']","['May', 'June', 'July', 'August', 'September', 'October']",see,Posillipo,"Posillipo: A district of Naples placed on the northwestern part of the town. The Greeks first named this place ''Pausílypon'', meaning ""respite from worry"" for the enchanting calm of the shore. There are Roman ruins at waters edge, remains of the residence of Vedius Pollio. The area contains some notable historical buildings and landmarks. Among these is the Palazzo Donn'Anna and Villa Rosebery, the Italian President's residence during his stays in Naples."
Naples,Italy,High,Great,Good,High,"['January', 'February', 'March', 'November']","['April', 'December']","['May', 'June', 'July', 'August', 'September', 'October']",see,San Domenico Maggiore,"San Domenico Maggiore: One of the most prominent churches of Naples. This Gothic church (est. 1283) incorporates a smaller, original church built on this site in the 10th century, San Michele Arcangelo a Morfisa. The monastery annexed to the church has been the home of prominent names in the history of religion and philosophy. It was the original seat of the University of Naples, where Thomas Aquinas, a former monk at San Domenico Maggiore, returned to teach theology in 1272. As well, the philosopher monk, Giordano Bruno, lived here. The sacristy houses a series of 45 sepulchres of members of the royal Aragonese family, including that of King Ferdinand I."
Naples,Italy,High,Great,Good,High,"['January', 'February', 'March', 'November']","['April', 'December']","['May', 'June', 'July', 'August', 'September', 'October']",see,Santa Chiara,"Santa Chiara: A religious complex, that includes the Church of Santa Chiara, a monastery, tombs and an archeological museum. The double monastic complex was built in 1313-1340 by Queen Sancha of Majorca and her husband King Robert of Naples. The original church was in traditional Provençal-Gothic style, but was decorated in the 1744 century in Baroque style by Domenico Antonio Vaccaro. Santa Chiara was the largest Clarissan church ever built and it was the first Clarissan church built where the nuns in their choir would have been able to view the performance of Mass. The bell tower, separated from the main edifice, was begun in 1328 but was completed only in Renaissance times. The simple interior houses the tomb of King Robert and, in the side chapels, those of the Bourbon king of Naples, Francis II and his consort Maria Sophie of Bavaria, as well as of Queen Maria Christina of Savoy and of the national hero Salvo d'Acquisto (a carabiniere who sacrificed his own life to save the lives of 22 civilian hostages at the time of the Nazi occupation). Famous is the cloister of the Clarisses, transformed in 1742 by Vaccaro with the addition of precious majolica tiles in Rococò style. The Nuns' Choir houses fragments of frescoes by Giotto."
Naples,Italy,High,Great,Good,High,"['January', 'February', 'March', 'November']","['April', 'December']","['May', 'June', 'July', 'August', 'September', 'October']",see,Galleria Umberto I,"Galleria Umberto I: A public shopping gallery, located directly across from the San Carlo opera house. It was designed by Emanuele Rocco, who employed modern architectural elements reminiscent of the Galleria Vittorio Emanuele II in Milan. The Galleria was meant to combine businesses, shops, cafes and social life — public space — with private space in the apartments on the third floor."
Naples,Italy,High,Great,Good,High,"['January', 'February', 'March', 'November']","['April', 'December']","['May', 'June', 'July', 'August', 'September', 'October']",see,Naples Cathedral,"Naples Cathedral: Built in the 18th century, it is the main church of Naples. It is widely known as the Cattedrale di San Gennaro, in honour of Saint Januarius, the city's patron saint. It was built on the foundations of two palaeo-Christian basilicas, whose traces can still be clearly seen. Underneath the building, excavations have revealed Greek and Roman artefacts."
Naples,Italy,High,Great,Good,High,"['January', 'February', 'March', 'November']","['April', 'December']","['May', 'June', 'July', 'August', 'September', 'October']",see,Naples National Archeological Museum,"Naples National Archeological Museum: It is the most important Italian archaeological museum, and it contains a large collection of Roman artifacts from Pompeii, Stabiae and Herculaneum. The collection includes works of the highest quality produced in Greek, Roman and Renaissance times."
Naples,Italy,High,Great,Good,High,"['January', 'February', 'March', 'November']","['April', 'December']","['May', 'June', 'July', 'August', 'September', 'October']",see,National Museum of Capodimonte,"National Museum of Capodimonte: It hosts paintings from the 13th to the 18th centuries including major works by Simone Martini, Raphael, Titian, Caravaggio, Masaccio, Sandro Botticelli, Lorenzo Lotto, Giovanni Bellini, Giorgio Vasari, El Greco, Jacob Philipp Hackert. It is also the place where are hosted the works of the most important Neapolitan painters, like Jusepe de Ribera, Luca Giordano, the Neapolitan Caravaggisti."
Naples,Italy,High,Great,Good,High,"['January', 'February', 'March', 'November']","['April', 'December']","['May', 'June', 'July', 'August', 'September', 'October']",see,The Tomb of Virgil,"The Tomb of Virgil: One of the greatest Latin poets, author of the Aeneid."
Naples,Italy,High,Great,Good,High,"['January', 'February', 'March', 'November']","['April', 'December']","['May', 'June', 'July', 'August', 'September', 'October']",see,Madre,Madre: Very nice museum for contemporary art with a nice permanent collection and temporary exhibitions.
Naples,Italy,High,Great,Good,High,"['January', 'February', 'March', 'November']","['April', 'December']","['May', 'June', 'July', 'August', 'September', 'October']",see,Herculaneum,"Herculaneum: A world-famous archeological site, part of the UNESCO World Heritage list. It was an ancient Roman town destroyed, together with Pompeii, Oplontis and Stabiae, by volcanic pyroclastic flows of Vesuvius, AD 79. It is famous as the source of the first Roman skeletal and physical remains available for study that were located by science, for the Romans almost universally cremated their dead. While smaller than Pompeii, it's just as cool and usually less busy."
Naples,Italy,High,Great,Good,High,"['January', 'February', 'March', 'November']","['April', 'December']","['May', 'June', 'July', 'August', 'September', 'October']",see,Pompeii,"Pompeii: The world-famous city of Pompeii is a partially buried Roman urban center, and one of the best examples of Roman architecture in the world. Along with Herculaneum, Pompeii was destroyed and completely buried during a long catastrophic eruption of the volcano Mount Vesuvius spanning two days in the year AD 79. The eruption buried Pompeii under 4 to 6 m (13 to 20&nbsp;ft) of ash and pumice, and it was lost for nearly 1700 years before its accidental rediscovery in 1749. Since then, its excavation has provided an extraordinarily detailed insight into the life of a city at the height of the Roman Empire. Today, this UNESCO World Heritage Site is one of the most popular tourist attractions of Italy, with approximately 2,500,000 visitors every year. Visiting the city is a unique experience—you get to walk in and out of most of the ruins, and really get a feel for how the city must've looked in its era."
Naples,Italy,High,Great,Good,High,"['January', 'February', 'March', 'November']","['April', 'December']","['May', 'June', 'July', 'August', 'September', 'October']",see,Mount Vesuvius,"Mount Vesuvius: From Pompeii, take a bus to Mount Vesuvius and hike to the summit. Mount Vesuvius is the only active volcano on the mainland of Europe and is best known for its eruption in AD 79 that led to the burying and destruction of the Roman cities of Pompeii and Herculaneum."
Naples,Italy,High,Great,Good,High,"['January', 'February', 'March', 'November']","['April', 'December']","['May', 'June', 'July', 'August', 'September', 'October']",do,Centro Sub Campi Flegrei,"Centro Sub Campi Flegrei: A 5*IDC diving centre offering diving and snorkelling in the Gulf of Naples, around the Phlegraean islands and within the underwater Archaeological Park of Baiae (the so-called submerged Pompeii!). Open all year."
Naples,Italy,High,Great,Good,High,"['January', 'February', 'March', 'November']","['April', 'December']","['May', 'June', 'July', 'August', 'September', 'October']",do,accordi @ DISACCORDI Open Air Cinema Festival,accordi @ DISACCORDI Open Air Cinema Festival: If you are in Naples during summertime don't miss the chance to experience the cinema beneath the stars on warm nights in an amphiteatre equipped with one of the widest projection screens in Italy which rises having an artificial lake all around. These events really make people revive the movies each night of the festival!
Naples,Italy,High,Great,Good,High,"['January', 'February', 'March', 'November']","['April', 'December']","['May', 'June', 'July', 'August', 'September', 'October']",do,Urban Routes,"Urban Routes: Bike sightseeing along old towm, Posillipo coast and Vomero panoramic quarter"
Naples,Italy,High,Great,Good,High,"['January', 'February', 'March', 'November']","['April', 'December']","['May', 'June', 'July', 'August', 'September', 'October']",eat,Pizzeria Brandi,Pizzeria Brandi: A stone tablet displayed outside the restaurant explains the history of the first pizza.
Naples,Italy,High,Great,Good,High,"['January', 'February', 'March', 'November']","['April', 'December']","['May', 'June', 'July', 'August', 'September', 'October']",eat,Da Michele,"Da Michele: Note that there is usually a queue - get a numbered ticket from the waiter on the door when you arrive. The pizzas are cooked quickly, and they expect you to vacate seats just as quick."
Naples,Italy,High,Great,Good,High,"['January', 'February', 'March', 'November']","['April', 'December']","['May', 'June', 'July', 'August', 'September', 'October']",eat,Trianon da Ciro,Trianon da Ciro: The pizzas are less soupy with crispier crusts.
Naples,Italy,High,Great,Good,High,"['January', 'February', 'March', 'November']","['April', 'December']","['May', 'June', 'July', 'August', 'September', 'October']",eat,Pizzeria Starita,Pizzeria Starita: Close to de-crowning Da Michele as the best pizzas in Naples.
Naples,Italy,High,Great,Good,High,"['January', 'February', 'March', 'November']","['April', 'December']","['May', 'June', 'July', 'August', 'September', 'October']",eat,Di Matteo,"Di Matteo: Il presidente, Sorbillo, and his sister, a few doors away (informally known as ""la vecchia"", the old lady, from the owner of the pizzeria, a very small place with only 4 or 5 tables, that looks like a pizzeria of 50 years ago - very hard to find, but it's worth it!) You can get pizzas to eat on the go."
Naples,Italy,High,Great,Good,High,"['January', 'February', 'March', 'November']","['April', 'December']","['May', 'June', 'July', 'August', 'September', 'October']",eat,Gran Bar Riviera,"Gran Bar Riviera: Very good sweets, from 'zeppole' to 'sfogliatelle' passing through 'babà'."
Nevsehir,Turkey,not specified,not specified,not specified,Low,"['January', 'February', 'March', 'November', 'December']","['April', 'May', 'June', 'September', 'October']","['July', 'August']",see,Ruins of the Ottoman citadel,Ruins of the Ottoman citadel: It comes from Seljuk period and provides a good overview of the city.
Nevsehir,Turkey,not specified,not specified,not specified,Low,"['January', 'February', 'March', 'November', 'December']","['April', 'May', 'June', 'September', 'October']","['July', 'August']",see,Damat İbrahim Paşa complex,"Damat İbrahim Paşa complex: It was built in 1727 by the eponymous Grand Vizier. The complex constitutes library, 18th century Kursunlu mosque and hammam."
Nevsehir,Turkey,not specified,not specified,not specified,Low,"['January', 'February', 'March', 'November', 'December']","['April', 'May', 'June', 'September', 'October']","['July', 'August']",see,Nevsehir Museum,"Nevsehir Museum: Depicts archeological, historic and ethnographic life of the region."
Nicosia,Cyprus,Medium,Great,Good,High,"['January', 'February', 'March']","['April', 'May', 'July', 'August', 'December']","['June', 'September', 'October', 'November']",see,Cyprus Museum,Cyprus Museum: Showcases the best of Cypriot archeology from the 9th millennium BCE to the end of Antiquity. There is a convenient café on the grounds. 20% discount for groups of 10 or more.
Nicosia,Cyprus,Medium,Great,Good,High,"['January', 'February', 'March']","['April', 'May', 'July', 'August', 'December']","['June', 'September', 'October', 'November']",see,Byzantine Museum,"Byzantine Museum: Easily spotted thanks to the giant statue of Archbishop Makarios standing outside, has one of the world's best collections of Orthodox icons and other artworks, mostly ranging from the 9th to the 16th century."
Nicosia,Cyprus,Medium,Great,Good,High,"['January', 'February', 'March']","['April', 'May', 'July', 'August', 'December']","['June', 'September', 'October', 'November']",see,National Struggle Museum,"National Struggle Museum: Documents the history of the Cypriot independence movement (1955-1959), with a rather positive spin on the EOKA guerrilla movement."
Nicosia,Cyprus,Medium,Great,Good,High,"['January', 'February', 'March']","['April', 'May', 'July', 'August', 'December']","['June', 'September', 'October', 'November']",see,Leventis Municipal Museum,"Leventis Municipal Museum: Housed in a converted, two-storey house since 1984 the Leventis Municipal Museum has exhibits dating from 2300 BC to the present day. Voted European Museum of the Year in 1989."
Nicosia,Cyprus,Medium,Great,Good,High,"['January', 'February', 'March']","['April', 'May', 'July', 'August', 'December']","['June', 'September', 'October', 'November']",see,House of the Dragoman Hadjigeorgakis Kornesios,House of the Dragoman Hadjigeorgakis Kornesios: A beautifully restored 18th-century building now housing an ethnological museum.
Nicosia,Cyprus,Medium,Great,Good,High,"['January', 'February', 'March']","['April', 'May', 'July', 'August', 'December']","['June', 'September', 'October', 'November']",see,Nicosia Municipal Arts Centre,Nicosia Municipal Arts Centre: Housed in a converted old power station built in 1936. The building sat derelict for 20 years and reopened as a contemporary art gallery in 1994. Includes a decent cafe-restaurant with an imaginative Mediterranean menu. Winner of a 1994 Europa Nostra award [http://www.staedteforum.at/EN_AKTUELL%20bis%202001.xls] {{dead link|May 2016}}.
Nicosia,Cyprus,Medium,Great,Good,High,"['January', 'February', 'March']","['April', 'May', 'July', 'August', 'December']","['June', 'September', 'October', 'November']",see,Museum of the History of Cypriot Coinage,"Museum of the History of Cypriot Coinage: Hundreds of coins on display, from ancient to modern spanning nearly 3,000 years of coinage history on the island."
Nicosia,Cyprus,Medium,Great,Good,High,"['January', 'February', 'March']","['April', 'May', 'July', 'August', 'December']","['June', 'September', 'October', 'November']",see,Ledra Observatory Museum,"Ledra Observatory Museum: The Shakolas (the aged population know it by its former name  ''The Mangli'') building sticks out like a sore thumb in the medieval old city. To reach the observatory you have to go into the Debenhams shopping complex which is right in the middle of Ledra street, a mini skyscraper of 12 floors, towers over other buildings not rising higher than 2-3 floors. On its penultimate floor you find the observatory, where it's possible “to see” the division of the island. There is a café up on the sixth floor which also has some nice views which you can enjoy should it be quiet, but usually there are paying customers sitting at the best viewpoints. Entrance to the observatory on the 11th floor is a low €2 so its a ''must see''. Entrance to the observatory also comes with a voucher for 20% off your bill at the café. So go there first if you are planning to visit the café anyway for some food."
Nicosia,Cyprus,Medium,Great,Good,High,"['January', 'February', 'March']","['April', 'May', 'July', 'August', 'December']","['June', 'September', 'October', 'November']",see,The Cyprus Classic Motorcycle Museum,"The Cyprus Classic Motorcycle Museum: Privately owned, this is the only such museum on the island and is tucked away in the medieval city. On display are about 150 classic (mostly British) motorcycles dating from 1914 to 1983."
Nicosia,Cyprus,Medium,Great,Good,High,"['January', 'February', 'March']","['April', 'May', 'July', 'August', 'December']","['June', 'September', 'October', 'November']",see,Famagusta Gate,"Famagusta Gate: One of Nicosia's three old gates, it has now been turned into the Lefkosia Municipal Cultural Centre, used for various exhibitions and performances."
Nicosia,Cyprus,Medium,Great,Good,High,"['January', 'February', 'March']","['April', 'May', 'July', 'August', 'December']","['June', 'September', 'October', 'November']",see,The Nicosia Municipal Theatre,The Nicosia Municipal Theatre: A spacious theater built in a neoclassical style. It seats 1200 persons and has a continuous programme of cultural events throughout the year. The theater is contemporary out of order for renovation purposes.
Nicosia,Cyprus,Medium,Great,Good,High,"['January', 'February', 'March']","['April', 'May', 'July', 'August', 'December']","['June', 'September', 'October', 'November']",see,Football,"Football: For a taste of local sport, visit the home games of the local clubs. APOEL [http://www.apoelfc.com.cy/], Omonoia [http://www.omonoia.com.cy/] and Olympiakos (Nicosia). All three compete in the top division of the Cyprus football and basketball leagues. Recently APOEL football team has enjoyed considerable success in European competitions."
Nicosia,Cyprus,Medium,Great,Good,High,"['January', 'February', 'March']","['April', 'May', 'July', 'August', 'December']","['June', 'September', 'October', 'November']",see,Cyprus National Football team,"Cyprus National Football team: The tends to play its home games in Nicosia at the GSP stadium. Recent success on the international scene (a 5-2 thrashing of Ireland and a 1-1 draw with Germany in 2006) have bolstered national pride and made these games quite popular (so advance ticket purchase is advised). Tickets are relatively cheap when compared to European leagues where on average a full price ticket costs less than CYP£15. '''Anorthosis''', a team originally from Famagusta and now playing in exile since the Turkish invasion of 1974, play their Champions League home fixtures at the same ground. Entry prices vary and opponents for 2008 include Inter Milan, Werder Bremen and Panathinaikos."
Nicosia,Cyprus,Medium,Great,Good,High,"['January', 'February', 'March']","['April', 'May', 'July', 'August', 'December']","['June', 'September', 'October', 'November']",see,Horse Racing,Horse Racing: The small and picturesque race track has a colonial feel to it. Emotions run high here every Wednesday and Sunday. Check website or call them for race timetable.
Nicosia,Cyprus,Medium,Great,Good,High,"['January', 'February', 'March']","['April', 'May', 'July', 'August', 'December']","['June', 'September', 'October', 'November']",do,Hamam Omerye,"Hamam Omerye: Located in the heart of the old town at: 8 Tyllirias Square, 1016 Lefkosia - within the ancient Venetian walls. Find your way to the 'Ohi' Round about, then head straight all the way until you find the Omeriye Mosque on your right - you can't miss it. Turn right here and the Hamam Baths are on your left. 14th century building restored to operate once again as a Turkish bath. The site's history dates back to the 14th century, when it stood as an Augustinian church of St. Mary, built by the Lusignan (French) and later maintained by the Venetians. In 1571, Mustapha Pasha converted the church into a mosque, believing that this particular spot is where the prophet Omer rested during his visit to Lefkosia. Most of the original building was destroyed by Ottoman artillery, although the door of the main entrance still belongs to the 14th century Lusignan building, whilst remains of a later Renaissance phase can be seen at the north-eastern side of the monument. Couples on Mondays, men only Tue/Thu/Sat, women only Wed/Fri/Sun. €20/two hours, incl. towels, disposable underwear, tea, sponge etc."
Nicosia,Cyprus,Medium,Great,Good,High,"['January', 'February', 'March']","['April', 'May', 'July', 'August', 'December']","['June', 'September', 'October', 'November']",do,Ifantourgio,"Ifantourgio: 67-71 Lefkonos Str., Phaneromeni, 1011 Old Nicosia. The name of this place translates as ''The Weaving Mill'' and is in fact a converted old factory. Very arty, no blockbusters here. You can sip your wine as you watch an alternative movie."
Nicosia,Cyprus,Medium,Great,Good,High,"['January', 'February', 'March']","['April', 'May', 'July', 'August', 'December']","['June', 'September', 'October', 'November']",eat,Goody's,"Goody's: Eleftheria Square, City Centre. The Balkan answer to McDonald's. Don't expect more, don't expect less. Safe fast food option, some dishes have a local flavour. Less than CYP£5 for a meal."
Nicosia,Cyprus,Medium,Great,Good,High,"['January', 'February', 'March']","['April', 'May', 'July', 'August', 'December']","['June', 'September', 'October', 'November']",eat,Toronto Pizza,"Toronto Pizza: The first local Pizza chain created by a Cypriot returning from Canada. Now has over a dozen outlets, some of which have seating but some are only for home delivery/takeaway. Choose this over Pizza Hut or Dominoes."
Nicosia,Cyprus,Medium,Great,Good,High,"['January', 'February', 'March']","['April', 'May', 'July', 'August', 'December']","['June', 'September', 'October', 'November']",eat,Erodos,"Erodos: Erodos Patriarhou Gregoriou 1, Old Town Lefkosia, +357 22 752250, Erodos Cafe-Restaurant within the Venetian walls and in the heart of Old Town Nicosia, Cyprus – Live music, fine wines, good beers and traditional, yet eccentric gastronomy."
Nicosia,Cyprus,Medium,Great,Good,High,"['January', 'February', 'March']","['April', 'May', 'July', 'August', 'December']","['June', 'September', 'October', 'November']",eat,Zanettos,"Zanettos: Hidden away in the narrow streets of the old city, this can be difficult to locate alone. Ask any cab driver though and it's as much as a landmark as the Eiffel Tower is to Paris. Around since 1938, it serves traditional Greek-Cypriot meze at €14 a head. Booking is essential."
Nicosia,Cyprus,Medium,Great,Good,High,"['January', 'February', 'March']","['April', 'May', 'July', 'August', 'December']","['June', 'September', 'October', 'November']",eat,Eirinia,"Eirinia: 64A Arch Kyprianou Str, 2059 Strovolos. This tavern has a colourful past. Legend has it that the local prostitute (called Eirinia) cooked so well, that customers came more for her food than her services (the other version claims her services were so bad). Hence she switched to a restaurant. Her descendants still run one of the most successful and well known (among locals) taverns. Eat till you drop. €20-30/head."
Nicosia,Cyprus,Medium,Great,Good,High,"['January', 'February', 'March']","['April', 'May', 'July', 'August', 'December']","['June', 'September', 'October', 'November']",eat,Akakiko,Akakiko: Nicosia's newest Asian-Japanese Sushi restaurant. Part of an Austrian franchise and not much different to a Benihana..
Nicosia,Cyprus,Medium,Great,Good,High,"['January', 'February', 'March']","['April', 'May', 'July', 'August', 'December']","['June', 'September', 'October', 'November']",eat,Pizza Marzano,"Pizza Marzano: 1097 Nicosia. Safe choice, but unadventurous. Part of the Pizza Express empire. Offers a similar menu to the UK version with a couple of extra pizzas with a local twist. CYP£10-15 a head including drink."
Nicosia,Cyprus,Medium,Great,Good,High,"['January', 'February', 'March']","['April', 'May', 'July', 'August', 'December']","['June', 'September', 'October', 'November']",eat,Plaka Tavern,"Plaka Tavern: 8042 Engomi, Nicosia. The quintessential Cypriot taverna, set in the middle of old Engomi (a Nicosia suburb) with tables spilling out on the street offering a strong meze. €15/head."
Nicosia,Cyprus,Medium,Great,Good,High,"['January', 'February', 'March']","['April', 'May', 'July', 'August', 'December']","['June', 'September', 'October', 'November']",eat,Xefoto,"Xefoto: Aischylou 6, Laiki Yitonia, Nicosia. Traditional food in a traditional setting. Serves mezes too. The tables spill onto the pavement for the al-fresco months of the year. Live music on weekend nights. Open daily from 11am till late. €15-20/head."
Nicosia,Cyprus,Medium,Great,Good,High,"['January', 'February', 'March']","['April', 'May', 'July', 'August', 'December']","['June', 'September', 'October', 'November']",eat,Seiko,"Seiko: 26-28 Stasikratous str. Nothing to do with mass production Japanese watches, this is an expensive (by Cyprus standards) design conscious Japanese restaurant. Boasting 132 different dishes including a variety of sashimi and sushi. €60 a head."
Nicosia,Cyprus,Medium,Great,Good,High,"['January', 'February', 'March']","['April', 'May', 'July', 'August', 'December']","['June', 'September', 'October', 'November']",drink,Da Capo café,"Da Capo café: Regarded as one of the first modern cafés, caters for the nouveau riche. Serves basic meals, WiFi internet access."
Nicosia,Cyprus,Medium,Great,Good,High,"['January', 'February', 'March']","['April', 'May', 'July', 'August', 'December']","['June', 'September', 'October', 'November']",drink,Le Café,Le Café: Used to be a confectionery. Now you'll find the suits of the Cyprus financial elite lunching there - book in advance if you're going for lunch. Wifi.
Nicosia,Cyprus,Medium,Great,Good,High,"['January', 'February', 'March']","['April', 'May', 'July', 'August', 'December']","['June', 'September', 'October', 'November']",drink,Pralina Café,"Pralina Café: The flagship café of a confectionery chain. A chocolate addict's paradise. You can easily overdose on sweets here, and before you know it, your diet is down the drain forever. The coffee is not bad either."
Nicosia,Cyprus,Medium,Great,Good,High,"['January', 'February', 'March']","['April', 'May', 'July', 'August', 'December']","['June', 'September', 'October', 'November']",drink,Mondo's Café,"Mondo's Café: Large outside seating area, WiFi."
Nicosia,Cyprus,Medium,Great,Good,High,"['January', 'February', 'March']","['April', 'May', 'July', 'August', 'December']","['June', 'September', 'October', 'November']",drink,Svoura Café-Bar,"Svoura Café-Bar: 5 Thermopylon, Old town. Serves coffee, snacks and alcohol; dance all night long. Free Wi-fi."
Nicosia,Cyprus,Medium,Great,Good,High,"['January', 'February', 'March']","['April', 'May', 'July', 'August', 'December']","['June', 'September', 'October', 'November']",drink,Babylon,"Babylon: 2021 Lefkosia, Popular, long established bar in a converted 1950's house. Has a large beer garden for the hot summers and cosy log fires for the cold winters."
Nicosia,Cyprus,Medium,Great,Good,High,"['January', 'February', 'March']","['April', 'May', 'July', 'August', 'December']","['June', 'September', 'October', 'November']",drink,The Corner Pub,The Corner Pub: Nicosia As the name suggests it’s a pub and on a corner. Some consider it a spooky shrine to Man Utd football club; its walls are adjourned with countless memorabilia and photos. Has several large projection screens so good for watching popular football games.
Nicosia,Cyprus,Medium,Great,Good,High,"['January', 'February', 'March']","['April', 'May', 'July', 'August', 'December']","['June', 'September', 'October', 'November']",drink,The Kush Bar,"The Kush Bar: Eleftheria Square, 1521 Nicosia. Opened in 2006, decorated with ultramodern minimalistic furniture and overlooking the dry moat surrounding Nicosia's venetian walls."
Nicosia,Cyprus,Medium,Great,Good,High,"['January', 'February', 'March']","['April', 'May', 'July', 'August', 'December']","['June', 'September', 'October', 'November']",drink,Plato's Bar,"Plato's Bar: Long established and popular, located in the old city in an old converted house. Prides itself on its incredible range of beers, wines, malts and spirits selection. Good food menu. Has a beautiful yard open all year round featuring two massive fireplaces in the Winter. Nice Rock, Blues, Indie and Alternative sounds. Opens at 20:00 all year round. Note that Entrance is not allowed to Males with SLEEVELESS T-shirts."
Nicosia,Cyprus,Medium,Great,Good,High,"['January', 'February', 'March']","['April', 'May', 'July', 'August', 'December']","['June', 'September', 'October', 'November']",drink,The Toy Lounge,"The Toy Lounge: Pindarou St. Opened in 2003. More than a bar, less than a club, frankly somewhere in between. Open till about 2am and serves finger food too. Live music on certain nights. More frequented by ages 25–40."
Nicosia,Cyprus,Medium,Great,Good,High,"['January', 'February', 'March']","['April', 'May', 'July', 'August', 'December']","['June', 'September', 'October', 'November']",drink,Svoura Cafe-Bar,"Svoura Cafe-Bar: 5 Thermopylon,Old town. The new hot spot in Nicosia for a coffee and alcohol. Chill out and have a coffee with a snack at daylight OR dance all night long with lots of alcohol and cool people. Free wireless intenet and happy prices."
Nicosia,Cyprus,Medium,Great,Good,High,"['January', 'February', 'March']","['April', 'May', 'July', 'August', 'December']","['June', 'September', 'October', 'November']",drink,Scorpios Club,Scorpios Club: Probably the only ''discothèque'' in Nicosia having survived the test of time. Opened in the early 1970s and has reinvented itself (after several facelifts) since.
